,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Class
0,0.09623293172276906,0.07987305231928155,0.12286797484516772,0.11689682279247175,0.07247895127451029,0.057034254700790855,0.11239957649668215,0.08799265674407997,0.06904932675991755,0.223889366726579,0.24072964402096897,0.19498739843971158,0.09932797012509892,0.07196936196162051,0.07381652097186571,0.06138954499062947,0.03158384751713028,0.04067061215016402,0.2588741377343324,0.10487869613973594,0.04910466878672991,0.07222400355611293,0.2539557230821554,0.15026070725614044,0.07621313957499379,0.07419187861188546,0.07206943867393409,0.08712076719890643,0
1,0.3049522411420381,0.1468430874734466,0.33079605057270167,0.3024261204037283,0.23637643497872318,0.16642664490587353,0.12921895965417277,0.12641006196747792,0.09677109592409347,0.07572347740774184,0.12636443212725734,0.08253825721655664,0.09202440817829988,0.08790188600848513,0.11135149541833812,0.10297575605981342,0.09123363362069467,0.07921601290280994,0.08728832580337645,0.09679436575030924,0.11709573274759215,0.10436277863769053,0.10687518536974874,0.06186678588820884,0.0679419693838807,0.09748931514887002,0.09268516881541164,0.09192958025947881,0
2,0.32391063880417137,0.28414840266876673,0.22768532640459116,0.30395321729317787,0.3336266263387748,0.32516250173814076,0.27198324184229733,0.2055507190892328,0.4560687414660874,0.5777250250713458,0.7625332225101681,0.7589340620045002,0.4635024362669294,0.434805188356254,0.41768484220803404,0.48424322419399535,0.23908249001520612,0.19455104101882037,0.39968239825262186,0.49106824720873116,0.31285950781716537,0.20351950680143271,0.27404207116222445,0.5831131861545548,0.433367334141265,0.3621570335102088,0.3902665433100661,0.34913357019993657,0
3,0.32228139467337447,0.3695305463146815,0.21474629727667452,0.18490660477589546,0.45572112322257424,0.36942734516402603,0.34917374823967556,0.2258907381320786,0.18740510608057925,0.21662735973667716,0.2379837387296498,0.35712220711308307,0.12547742417337576,0.1893238664359505,0.1945640357131274,0.20137477183218042,0.21722844176586706,0.2702738744327966,0.41591979029659826,0.24353743167313424,0.06276903332122312,0.03611570384994169,0.18010143729396821,0.15214545342559968,0.14476029163632356,0.10927457901393,0.13371247260701807,0.13115753106398362,0
4,0.32797161195709307,0.23934780940294478,0.37265695065259197,0.3322923381517712,0.30583433164101625,0.27441697034323587,0.20595631534742276,0.14639884791790364,0.3526904579771645,0.38325533529025746,0.3389307748472073,0.4294211950662271,0.2835950837107416,0.20440356929550269,0.18670433116016047,0.2006407781845289,0.282098545090591,0.42558241297307037,0.3209308460636959,0.24852749142673008,0.2731800867448583,0.13941493895265064,0.1597529326986887,0.1798790174814326,0.2541930082994376,0.26687298884504057,0.11646257186666227,0.14428901614917314,0
5,0.1734165991394684,0.03755707943858899,0.04564717080843771,0.04035456520953778,0.10739721375815882,0.18390945413311582,0.1698005646638419,0.1634813982954217,0.2950071011880325,0.17272666433087033,0.4700332185422046,0.5546685524890203,0.2549358382287369,0.22736971011166857,0.24959669821737376,0.1430691061752477,0.07152279273400997,0.2873877807880709,0.13274633779832168,0.14973360906728286,0.2005723741442764,0.2643856182448167,0.20592819217480496,0.14383354155637162,0.08647369457316202,0.26586521652958256,0.15561111157747204,0.15869057074038787,0
6,0.16075014684839758,0.24669315439502282,0.2492055597599966,0.16347626347015148,0.13792112701228149,0.4033828701054648,0.2541950570628753,0.2585907099645572,0.2584615387517771,0.28722692182914705,0.25263578015063004,0.24223721734132647,0.22674534522089185,0.30337857977616045,0.24109461132004095,0.169292874301587,0.19540490585318804,0.24234216475659628,0.22616850536898375,0.19963852692591305,0.22541276009194167,0.277384963878061,0.3530906088022768,0.25888432346832096,0.25089870848909585,0.29044721459775763,0.3292408190231864,0.3384322057512902,0
7,0.039949870574546215,0.14071384991137176,0.40445440434630875,0.40212773569033755,0.34576811119152867,0.29597766460392655,0.5224398342045713,0.24275026250028317,0.34846957507111226,0.23350913567967913,0.23721668885261832,0.8491349140597256,0.5491222431511423,0.33953157175662946,0.24936489943437892,0.13516612449202944,0.07946270425904381,0.11870511970594676,0.1574543080049128,0.09596481297723722,0.155234069611401,0.193739126859061,0.34989603028529936,0.6564866685170444,0.2711892495190966,0.1320290207276111,0.0753484954458101,0.07462013497420013,0
8,0.30974256175026404,0.25136701738955414,0.3029795694886315,0.34187886667661294,0.2712898699296565,0.3093338776808215,0.07217204791522158,0.09518994390835617,0.07546022969607363,0.14911632623959353,0.405120216947543,0.11598814872156361,0.0655941800153149,0.08758113106418602,0.2558436077269364,0.13365764992120963,0.07267183807381139,0.09587174090566054,0.13640428643193142,0.2912320744156209,0.08148391470342436,0.09613572564808331,0.41421107822432457,0.432763347192889,0.20708145339466022,0.14821763369346214,0.05230413949201194,0.08168887627188008,0
9,0.3998685098058939,0.3432748971160389,0.21017584972330816,0.1955283325988936,0.13679049705142932,0.13676190115160347,0.21116162760779392,0.18486757973679138,0.25664682490817364,0.3643065199198141,0.41377564601897915,0.5283910411825601,0.30877861858262884,0.2780118408032915,0.41383993728556284,0.27317389278846127,0.22179873750463425,0.18636367229260226,0.17777739737208956,0.15186149765710702,0.18619023539770532,0.18919425560986342,0.31385733563097595,0.3391747990588003,0.16499700224558791,0.1450429578048121,0.18911425682609784,0.2425830073431732,0
10,0.05076596056400233,0.04647470284058612,0.023321366281977108,0.03527772796696647,0.16715014059598948,0.08763236837091153,0.025342691432070134,0.022195143499303984,0.020244320835988608,0.020402025250003498,0.019906544565339312,0.03435658485460791,0.015954580330853303,0.008027954134769134,0.010846145585159067,0.007678987048303972,0.025538566503412463,0.013374335284398232,0.006953244462705257,0.0013597609065015312,0.01922881718556871,0.0039735172693031486,0.010043524996987217,0.03297166793663264,0.020721950920797406,0.008027954134769134,0.013002322749263717,0.016473334241713693,0
11,0.7018591298027301,0.6870748152058775,0.3254895508169998,0.19978516301573512,0.24262519554544118,0.38483786522861035,0.4088735335518944,0.5669503361569278,0.81971874442656,0.6509221400160028,0.3769667473942081,0.33873869318720456,0.31235053757179687,0.4501194510221596,0.14906199950265217,0.08943461777853753,0.22958360327114502,0.5583158701203669,0.6882534052242801,0.6436971440119154,0.5700046290792881,0.34764632010527696,0.426980006790866,0.7178926859368295,0.4715951415578877,0.27893746457694835,0.3838707443969046,0.3007048430864869,0
12,0.2177162994635644,0.2887548491002814,0.3497782211347417,0.21738748294687157,0.20029057109010057,0.2441441597869773,0.24348297415495637,0.09825211406717527,0.04459684366550459,0.0547207072754361,0.06899952773115997,0.45845971261845253,0.15046544891760474,0.056715396356609785,0.07839045342496921,0.04006496344039731,0.02660595077591059,0.020552697049916392,0.16918467002693802,0.057452377517672695,0.025139341449848737,0.03999653161796208,0.04428987204646653,0.5034555639055115,0.40926081715031004,0.23755782147987897,0.2466894162807219,0.0840910719390168,0
