,0,1,2,Class
69,0.7843408255918424,,,0
70,0.020138978610588085,0.19208325685261574,,0
71,1.442311490640305,1.2469315564617973,,0
72,1.154108275527674,1.0144257383444466,,0
73,0.9426256315021905,0.8294949351978963,,0
74,0.4709469481312633,,,0
75,0.7214658304150455,,,0
76,0.41212648809465835,0.298058452265459,,0
77,1.0945612302807481,0.7938473182298427,,0
78,0.763231246511238,0.39514637992463586,,0
79,1.6943080982091245,,,0
80,0.8927896487035859,0.5557110524869106,,0
81,1.3927964521736094,,,0
82,0.2996244476049012,,,0
83,1.1342238199217125,1.2074295169351115,,0
84,1.037162726262542,,,0
85,0.9287042917297234,,,0
86,1.388690587397605,,,0
87,2.7963162770860572,,,0
88,2.5463595562157315,,,0
89,3.245629886471702,,,0
90,1.0524882164205582,1.0231671711103933,,0
91,1.0667204221987445,,,0
92,1.979036750669248,,,0
93,1.660747540740864,,,0
94,0.9642192262029345,,,0
95,0.8974518784541211,,,0
96,0.9403410398770062,0.7037532097460829,,0
97,0.9030550005381984,,,0
98,0.25324754613435224,,,0
99,1.252050584443365,,,0
100,0.751209805917665,,,0
101,0.7142795727080191,,,0
102,1.158491127574093,,,0
103,1.843783327541536,,,0
104,2.4337603589011896,,,0
105,1.827238193281425,,,0
106,1.0524560870018913,1.2270549198423548,,0
107,0.22509655453276653,,,0
108,1.5598997369971848,,,0
109,0.7591965026150184,,,0
110,0.2740510080166624,,,0
111,0.8225872363443668,,,0
112,1.429656554473463,,,0
113,0.09459872156861268,0.4688325270363393,,0
114,1.6269276624429236,,,0
115,0.4965026536943721,,,0
116,0.3486228198035604,,,0
117,1.0225197720782593,1.0362131685283724,,0
118,1.8740108212235986,,,0
119,0.9495748712764691,,,0
120,0.4453522457755575,0.3007211251383632,,0
121,0.44857045286774877,0.42730494241242184,,0
122,0.2283960826636564,0.49273535373295174,,0
123,1.2194122392702305,,,0
124,0.3155697195715069,,,0
125,0.68668169568354,0.32002869517312826,,0
126,1.2568114007989526,,,0
127,1.6481232261595429,1.5815600717293912,,0
128,0.42621069155059177,,,0
129,0.6533922485568979,0.5697921631783587,,0
130,0.8793277151874411,,,0
131,0.5789504777488491,1.0145025291533938,,0
132,1.183366948088192,,,0
133,0.5531125195879161,,,0
134,0.9044012410062817,,,0
135,0.6860397804207656,0.4836703681337417,,0
136,0.44334989150264853,,,0
137,1.5359255720675795,,,0
138,0.0,,,0
139,0.8735318073067356,,,0
140,0.22888535238364963,,,0
141,0.8011313717630999,,,0
142,0.24627147327476862,,,0
143,0.9733122194288216,,,0
144,0.3664363219772752,,,0
145,0.8434398546251406,,,0
146,0.5468305165332764,,,0
147,0.29832758302546997,,,0
148,0.8065896806100229,0.7664193171224551,0.830192290085327,0
149,0.5053409188793587,0.4073531832306136,,0
150,1.1994604140613014,,,0
151,1.4343139351424825,,,0
152,0.35021031848978124,0.3911049606800842,,0
153,0.5645150235431715,,,0
154,0.7509702536598222,0.6111951979898086,,0
155,0.35519348836617115,0.22833239466044586,,0
156,0.2846104112124203,,,0
157,0.6622661416224379,0.4872209886729036,,0
158,0.4200828069446525,,,0
159,0.7435384573697793,0.5960889190665433,,0
160,0.2004453994756983,0.7081318961745962,0.3654790502904236,0
161,0.6568471732785095,,,0
162,1.050370832071597,,,0
163,0.3965544915048753,,,0
164,0.01309278436245589,0.2366651120041431,,0
165,1.0449098647541457,,,0
166,0.21918135660457788,,,0
167,0.49605844992595993,0.08289453024799301,,0
168,0.5049816202877547,,,0
169,1.1506631809842738,,,0
170,1.091705446514644,,,0
171,0.7490327106098255,,,0
172,0.8918367191873895,,,0
173,1.37414481732307,,,0
174,0.4275437416281505,,,0
175,0.6123208041530402,,,0
176,1.0290263934896,,,0
177,0.39847895262853444,,,0
178,0.5735792584842064,1.3717563704417823,,0
179,0.12442230459896514,0.10021656225754529,,0
180,2.678401009453696,,,0
181,1.3002327606374184,,,0
182,0.13421853334576608,0.04115791018704008,,0
183,0.2754821958954135,,,0
184,0.03524532014461117,,,0
185,0.6022899417765579,,,0
186,0.5350840610073928,,,0
187,0.6364187066327962,0.7465723291684175,,0
188,0.45227361660734877,,,0
189,0.7960003157300671,,,0
190,0.1771576102929812,0.19291505893439065,0.2489541293393124,0
191,0.7539552788543499,,,0
192,0.4536926211511009,0.5018944566134479,,0
193,0.3166484364069353,0.1782405429772832,,0
194,0.7805787833851449,,,0
195,0.5437465846432546,0.936704860485302,,0
196,0.09892448816133376,,,0
197,0.14177530620546325,0.07326993031997099,,0
198,0.23020257574485642,,,1
199,0.3843511365967407,,,1
200,0.30472385210577363,,,1
201,0.8014438064576274,,,1
202,1.1641607166051848,,,1
203,0.8620165023532089,,,1
204,0.8708282170485409,,,1
205,1.1554130212956795,,,1
206,1.0567369917673008,,,1
207,0.8673251619565022,,,1
208,0.7463226934208841,,,1
209,0.5154992066244608,,,1
210,0.15831596053075192,,,1
211,1.6431510942293337,1.7828825808747102,,1
212,0.6118258541233655,,,1
213,0.2700021274322842,,,1
214,0.8500292990844043,0.6313728114075541,0.7301125755483548,1
215,2.028798886588218,,,1
216,1.1580141667075463,,,1
217,0.5414214531517535,,,1
218,0.7825911967201428,0.8228597117322815,,1
219,1.3425972160402209,,,1
220,0.5370443265871205,1.2529884172506214,,1
221,0.4904010319898956,0.24252097605487025,,1
222,0.297574489154957,0.43260326125052423,,1
223,0.6576122633925426,,,1
224,0.3813764377107921,,,1
225,0.7416456457654903,0.6119893536828935,0.5395166556448827,1
226,0.4390509823781113,,,1
227,0.8659332701102237,,,1
228,2.468301713210001,,,1
229,1.0798425943767005,1.0886859405860925,,1
230,1.4415997781598107,,,1
231,0.5144895189938216,,,1
232,0.8005711394495437,,,1
233,1.2439839470961358,1.182985288397035,,1
234,1.0430947413372018,0.886177205322673,,1
235,1.3514135911381326,,,1
236,1.614202839532902,1.477531399917818,1.4384310608469062,1
237,1.058882985288322,,,1
238,0.4642510267514815,0.6142168592742938,,1
239,1.7746726945989768,,,1
240,0.9064317854014803,,,1
241,0.1831917227927632,,,1
242,1.5277581572654304,,,1
243,1.4988672221253188,1.252307845001451,,1
244,1.1486273802324203,,,1
245,0.45492928488104034,,,1
246,2.222185038408953,,,1
247,2.1471069655684096,0.7089302666186589,,1
248,0.44828966246996416,,,1
249,0.46777808867031223,0.43434488366534174,,1
250,2.2720467704261047,2.4936768032659518,,1
251,0.9217318570145304,1.3619708001191244,,1
252,0.1715337209036612,0.5231325862303794,,1
253,1.219548653930608,,,1
254,0.700847058003719,0.6356574852621085,,1
255,0.8779506534549416,0.8666568292104002,,1
256,0.6613059097611538,0.6827785231453629,,1
257,1.353302190809798,,,1
258,1.0570876203999373,1.1394109066477882,,1
259,0.8284011597181967,,,1
260,1.188033150008136,1.1488448302554237,,1
261,1.1355406084458033,,,1
262,0.22515145536794556,0.19217888626819019,0.7712965807893506,1
263,0.3266287792052984,,,1
264,1.4962840090828515,,,1
265,1.3592827876208855,1.4747266750556345,,1
266,1.9844921932038269,,,1
267,0.764131807654617,,,1
268,0.34562699880730285,,,1
269,0.2368488434558868,,,1
270,0.8821158950090199,,,1
271,0.4752253494743703,,,1
272,1.8642967609156045,,,1
273,1.0690217613380597,,,1
274,0.8836403486222713,,,1
275,1.3296233159933994,,,1
276,1.12647180856648,,,1
277,1.3001261793497463,0.8219602932563611,,1
278,0.4515440248936825,0.4435610743782148,,1
279,1.1196221517749643,1.2638149028829992,,1
280,1.8402738924419555,1.8038886998644883,,1
281,1.5450577019107068,,,1
282,1.5845741147500891,,,1
283,2.3003524056141305,,,1
284,1.381049230428588,,,1
285,0.23105928140525972,,,1
286,0.4346606239526819,,,1
287,1.4014022325081923,,,1
288,0.7290295491559401,,,1
289,0.5701198468672991,0.7046826133228244,,1
290,0.6824247841251658,,,1
291,1.1108737721474906,1.1055074047590665,,1
292,0.7792808604663086,0.6945531122795376,,1
293,0.48353619704292106,,,1
294,0.3206773750424189,0.24303120420971333,,1
295,0.6122839680336032,,,1
296,0.38945872169439794,,,1
297,0.6142507990370988,,,1
298,1.0122886394781618,1.1979319066411172,,1
